Radar Distance,Radar Angle,Radar Velocity,True X,True Y,LiDAR X,LiDAR Y,Fused X,Fused Y,Vehicle Velocity,Risk Level
21.854305348131312,12.959258091046706,2.9651390815564405,8.473924217374739,2.9277229049462044,9.417736777687741,3.575297177043876,8.94583049753124,3.25151004099504,11.54264209339765,0
47.78214378844623,54.97781927399754,-6.5522727578966755,16.590015725566726,9.834140822551005,16.10740868719145,10.036611499458676,16.34871220637909,9.93537616100484,11.174469976799996,0
37.93972738151323,46.82896736222864,7.447891267096299,7.487233266172339,9.250943210165971,7.6066022288180175,8.83161439140568,7.546917747495178,9.041278800785825,27.656364513025917,0
31.93963178886665,-62.29801715512074,2.26232478138483,11.538805147993095,7.984108455096454,10.901886485425994,7.643654040528607,11.220345816709544,7.81388124781253,11.238654996237653,0
12.020838819909644,-63.1350954465347,-6.855922328860915,1.9851943863296402,-0.4441674363932693,1.9925414341018235,-0.10317078676619651,1.9888679102157318,-0.2736691115797329,11.798743153215774,1
12.01975341512912,-41.7286138059156,9.246761149624135,5.319877098504308,6.227162817152468,5.512960347503502,6.748029243479767,5.416418723003905,6.4875960303161175,23.984956560449092,0
7.613762547568976,-25.006549258613305,0.3673092667064122,2.1472357789378616,0.2404226507200944,2.069890613370584,0.5162627668480791,2.108563196154223,0.37834270878408677,16.2434960612635,0
43.97792655987208,-16.477995346473136,-8.5420309625669,13.25092909612362,8.265455318197258,13.607867818168689,9.2138996921333,13.429398457146155,8.739677505165279,24.41776392387953,0
32.0501755284444,32.345499030002145,2.536658088301344,9.244857359690881,4.604726385713241,9.29436458443451,5.422229968578951,9.269610972062695,5.013478177146096,6.6341539391096305,0
36.86326600082205,-79.79752221014962,-4.9360218597437955,13.483238208713587,12.769310872038586,13.222030844524832,12.989828789463967,13.352634526619209,12.879569830751276,17.189279841834608,0
5.92630224331111,-83.75891323930804,6.07386903754605,-0.7012853520567237,1.6694017892381567,-0.9846920109578934,1.2501114594974057,-0.8429886815073085,1.459756624367781,5.840340004582066,0
48.645943347289744,-19.45609867009638,6.356441471323812,15.80946368165694,8.02723850809482,16.21492056796479,7.372244752228936,16.012192124810866,7.699741630161878,6.5663300863838625,0
42.45991883601898,35.48946458483648,9.578947117093236,14.940635980584794,10.219830867128689,14.61376496568131,10.026139994621332,14.777200473133053,10.12298543087501,27.660936333610273,0
14.555259980522427,-55.18163826783314,0.0373906204900738,5.799258155237549,4.449323554724552,6.256959640480018,4.82593027793263,6.028108897858783,4.637626916328591,8.48113427793988,0
13.182123524319527,25.47080662612531,-0.9008624054452579,8.604034885942692,2.2609706577041377,9.215390782358657,3.1742941973601067,8.909712834150675,2.717632427532122,18.31051705688043,1
13.253202943404522,-43.23093517074609,5.069512108929612,2.918067357571959,4.331854014247671,2.083710426398894,4.540577531453072,2.5008888919854266,4.436215772850371,15.277390065017663,1
18.690900933179197,69.49549958643294,-7.350586873161468,7.521879925140821,2.0875962649741107,8.088343118791338,2.6719576620897287,7.805111521966079,2.3797769635319197,13.683583156471068,1
28.614039423450702,71.22418996799098,0.9383102758624844,8.37203055635237,4.736971334791637,9.40224190557472,4.614317591697736,8.887136230963545,4.675644463244686,27.49583364218181,0
24.43752583889521,-36.48830322936123,0.9249520026170188,9.7980699043739,0.8670718586469164,9.924071784974865,1.1784564212606914,9.861070844674384,1.0227641399538039,5.545584919387237,0
18.105311308911887,-48.60112428661671,-8.210537543792256,5.4162154012308275,0.9731600933432518,5.715757493878239,1.3848385080818382,5.565986447554533,1.178999300712545,21.594742154389728,0
32.53338026250708,-15.96528502807837,-1.6403182898617281,8.984262515027185,10.121937663842788,9.502765177211764,9.132140525916524,9.243513846119473,9.627039094879656,29.08486085533876,0
11.277223729341882,-46.70431466757323,7.065695971344038,5.995311526545823,5.5383020013130055,5.857570368956312,5.331582600124751,5.926440947751067,5.434942300718879,19.00420458654605,1
18.146509184084817,31.029091792506662,7.123072439893207,4.460828877187585,3.7608791341148886,4.55196898895652,4.235729326253823,4.506398933072052,3.998304230184356,28.420561550827294,0
21.486282948216125,58.69164321869138,-8.01524670160638,3.6204333666637254,7.6231194840229,2.9633336018521708,7.760353651841182,3.291883484257948,7.6917365679320415,6.306446982150594,0
25.523149289766618,31.15658356401906,-8.185582345043382,6.6232510205823285,4.784480884736714,6.692568534847554,4.186223360661248,6.657909777714941,4.4853521226989805,15.469832976854034,0
40.33291826268561,58.38308050488291,-4.7460904599612945,13.337941371982748,7.579763047401307,13.586997369805019,6.364701859537629,13.462469370893883,6.972232453469468,11.503944774051279,0
13.985320197126189,-18.541410802654653,7.495321251079869,6.979673562312039,2.910085336356351,7.237755073775274,2.7271949637053474,7.108714318043656,2.8186401500308493,23.270524124518246,0
28.140549728612523,-61.86294527240504,-7.421948298530021,8.66442366917678,5.378266755075374,9.197136030975571,5.342473908628434,8.930779850076176,5.360370331851904,29.532427262431167,0
31.65865559879191,42.831170531566585,4.3999360525489255,12.133990814105623,5.901338472638021,11.746589725037857,5.459376997723848,11.94029026957174,5.680357735180935,11.413251561106195,0
7.090268572399898,-25.114589074520296,-7.976687607737936,-0.5892692712352177,3.704849928779085,-0.8555726495719659,3.7763923972930824,-0.7224209604035918,3.7406211630360837,21.354365036851863,2
32.339518335564726,30.828748541243854,2.4627570749565066,8.81532857103361,6.768174975025352,9.763082244029288,7.0213683486418,9.28920540753145,6.894771661833576,9.952440818993503,0
12.673585565928118,-41.28409044328218,-2.8786540176171034,3.224925435470233,3.9596806420532324,3.149761248588378,4.295024227416349,3.1873433420293056,4.1273524347347905,19.133256364290247,1
7.927321684337578,-75.37866573479891,5.77827925931734,2.149077650356234,3.6482253874221775,2.2490945440123977,2.470265924956016,2.199086097184316,3.0592456561890966,16.598312167208405,0
47.699849176399994,88.66472318779742,-5.326191023492727,14.478143529420391,10.316341426589466,14.44463850855778,9.659198877685405,14.461391018989087,9.987770152137436,29.300133240788426,0
48.45344148835517,-61.88372857249213,2.7840365877991964,15.917854361290935,7.750145645854556,15.507013948138423,7.597834321677189,15.712434154714678,7.673989983765873,20.213181817411666,0
41.37788066524075,87.91577891342658,-5.286349308482301,11.523750523231245,5.569844355120074,12.335515128677148,5.855930920638805,11.929632825954197,5.712887637879439,13.737659302170469,0
